,Id,Release Date,Movie,Production Budget,Domestic Gross,Worldwide Gross,Profitability,ROI,Genres,bucket
694,55,2016,The Magnificent Seven,90000000,93432655,162525156,165957811,2.843975677777778,Action,r4
694,55,2016,The Magnificent Seven,90000000,93432655,162525156,165957811,2.843975677777778,Adventure,r4
697,2,2012,Rise of the Guardians,145000000,103412758,306900902,265313660,2.829749379310345,Action,r4
697,2,2012,Rise of the Guardians,145000000,103412758,306900902,265313660,2.829749379310345,Adventure,r4
697,2,2012,Rise of the Guardians,145000000,103412758,306900902,265313660,2.829749379310345,Animation,r4
698,61,2010,Hereafter,50000000,32746941,108660270,91407211,2.82814422,Drama,r4
698,61,2010,Hereafter,50000000,32746941,108660270,91407211,2.82814422,Fantasy,r4
702,7,2012,Mirror Mirror,85000000,64935167,173613482,153548649,2.806454694117647,Adventure,r4
702,7,2012,Mirror Mirror,85000000,64935167,173613482,153548649,2.806454694117647,Comedy,r4
702,7,2012,Mirror Mirror,85000000,64935167,173613482,153548649,2.806454694117647,Drama,r4
703,18,1994,Wolf,70000000,65011757,131011757,126023514,2.8003359142857143,Action,r4
703,18,1994,Wolf,70000000,65011757,131011757,126023514,2.8003359142857143,Crime,r4
703,18,1994,Wolf,70000000,65011757,131011757,126023514,2.8003359142857143,Drama,r4
704,52,2018,Red Sparrow,69000000,46874505,145951861,123826366,2.7945850144927538,Action,r4
704,52,2018,Red Sparrow,69000000,46874505,145951861,123826366,2.7945850144927538,Drama,r4
704,52,2018,Red Sparrow,69000000,46874505,145951861,123826366,2.7945850144927538,Thriller,r4
705,86,1999,End of Days,100000000,66889043,212026975,178916018,2.78916018,Comedy,r4
705,86,1999,End of Days,100000000,66889043,212026975,178916018,2.78916018,Drama,r4
706,11,2015,Chappie,49000000,31569268,105002056,87571324,2.7871698775510203,Action,r4
706,11,2015,Chappie,49000000,31569268,105002056,87571324,2.7871698775510203,Crime,r4
706,11,2015,Chappie,49000000,31569268,105002056,87571324,2.7871698775510203,Drama,r4
713,31,2013,Turbo,135000000,83028130,286896578,234924708,2.7401830222222223,Adventure,r4
713,31,2013,Turbo,135000000,83028130,286896578,234924708,2.7401830222222223,Animation,r4
713,31,2013,Turbo,135000000,83028130,286896578,234924708,2.7401830222222223,Comedy,r4
714,73,1997,Conspiracy Theory,80000000,76118990,142783718,138902708,2.73628385,Thriller,r4
715,95,2017,The Dark Tower,60000000,50701325,113461527,104162852,2.736047533333333,Action,r4
715,95,2017,The Dark Tower,60000000,50701325,113461527,104162852,2.736047533333333,Adventure,r4
715,95,2017,The Dark Tower,60000000,50701325,113461527,104162852,2.736047533333333,Fantasy,r4
716,89,2012,ParaNorman,60000000,56003051,108119662,104122713,2.73537855,Adventure,r4
716,89,2012,ParaNorman,60000000,56003051,108119662,104122713,2.73537855,Animation,r4
716,89,2012,ParaNorman,60000000,56003051,108119662,104122713,2.73537855,Comedy,r4
717,29,2011,Rango,135000000,123477607,245724600,234202207,2.734831162962963,Adventure,r4
717,29,2011,Rango,135000000,123477607,245724600,234202207,2.734831162962963,Animation,r4
717,29,2011,Rango,135000000,123477607,245724600,234202207,2.734831162962963,Comedy,r4
720,17,2003,Big Fish,70000000,66432867,123954323,120387190,2.719817,Action,r4
723,94,2014,The Boxtrolls,60000000,50837305,111946251,102783556,2.713059266666667,Adventure,r4
723,94,2014,The Boxtrolls,60000000,50837305,111946251,102783556,2.713059266666667,Animation,r4
723,94,2014,The Boxtrolls,60000000,50837305,111946251,102783556,2.713059266666667,Comedy,r4
727,37,2013,The Secret Life of Walter Mitty,91000000,58236838,187861183,155098021,2.704373857142857,Adventure,r4
727,37,2013,The Secret Life of Walter Mitty,91000000,58236838,187861183,155098021,2.704373857142857,Comedy,r4
727,37,2013,The Secret Life of Walter Mitty,91000000,58236838,187861183,155098021,2.704373857142857,Drama,r4
729,22,2019,Dumbo,170000000,113883318,345004422,288887740,2.6993396470588236,Adventure,r4
729,22,2019,Dumbo,170000000,113883318,345004422,288887740,2.6993396470588236,Family,r4
729,22,2019,Dumbo,170000000,113883318,345004422,288887740,2.6993396470588236,Fantasy,r4
730,72,2013,Pacific Rim,190000000,101802906,411002906,322805812,2.698977957894737,Action,r4
730,72,2013,Pacific Rim,190000000,101802906,411002906,322805812,2.698977957894737,Adventure,r4
730,72,2013,Pacific Rim,190000000,101802906,411002906,322805812,2.698977957894737,Sci-Fi,r4
732,5,2011,Tower Heist,85000000,78046570,150422946,143469516,2.687876658823529,Action,r4
732,5,2011,Tower Heist,85000000,78046570,150422946,143469516,2.687876658823529,Comedy,r4
732,5,2011,Tower Heist,85000000,78046570,150422946,143469516,2.687876658823529,Crime,r4
734,79,2016,Star Trek Beyond,185000000,158848340,335802233,309650573,2.673786881081081,Action,r4
734,79,2016,Star Trek Beyond,185000000,158848340,335802233,309650573,2.673786881081081,Adventure,r4
734,79,2016,Star Trek Beyond,185000000,158848340,335802233,309650573,2.673786881081081,Sci-Fi,r4
736,84,2004,Hellboy,60000000,59623958,99823958,99447916,2.6574652666666667,Action,r4
736,84,2004,Hellboy,60000000,59623958,99823958,99447916,2.6574652666666667,Adventure,r4
736,84,2004,Hellboy,60000000,59623958,99823958,99447916,2.6574652666666667,Fantasy,r4
737,79,2018,Alpha,51000000,35851379,99624873,84476252,2.6563970980392155,Crime,r4
738,95,2014,Edge of Tomorrow,178000000,100206256,370541256,292747512,2.6446489438202248,Action,r4
738,95,2014,Edge of Tomorrow,178000000,100206256,370541256,292747512,2.6446489438202248,Sci-Fi,r4
739,88,2016,The Legend of Tarzan,180000000,126643061,348902025,295545086,2.6419171444444443,Action,r4
739,88,2016,The Legend of Tarzan,180000000,126643061,348902025,295545086,2.6419171444444443,Adventure,r4
739,88,2016,The Legend of Tarzan,180000000,126643061,348902025,295545086,2.6419171444444443,Drama,r4
741,1,2014,Mr. Peabody & Sherman,145000000,111506430,269806430,236312860,2.6297438620689655,Adventure,r4
741,1,2014,Mr. Peabody & Sherman,145000000,111506430,269806430,236312860,2.6297438620689655,Animation,r4
741,1,2014,Mr. Peabody & Sherman,145000000,111506430,269806430,236312860,2.6297438620689655,Comedy,r4
744,63,2005,The Interpreter,90000000,72708161,162753837,145461998,2.616244422222222,Comedy,r4
744,63,2005,The Interpreter,90000000,72708161,162753837,145461998,2.616244422222222,Drama,r4
746,70,2013,The Great Gatsby,190000000,144840419,351040419,305880838,2.609899147368421,Drama,r4
747,19,2010,Unstoppable,95000000,81562942,165720921,152283863,2.6029880315789473,Action,r4
747,19,2010,Unstoppable,95000000,81562942,165720921,152283863,2.6029880315789473,Thriller,r4
748,20,2017,The Lego Ninjago Movie,70000000,59281555,122737201,112018756,2.6002679428571427,Action,r4
748,20,2017,The Lego Ninjago Movie,70000000,59281555,122737201,112018756,2.6002679428571427,Adventure,r4
748,20,2017,The Lego Ninjago Movie,70000000,59281555,122737201,112018756,2.6002679428571427,Animation,r4
753,87,2012,Wrath of the Titans,150000000,83670083,305270083,238940166,2.59293444,Action,r4
753,87,2012,Wrath of the Titans,150000000,83670083,305270083,238940166,2.59293444,Adventure,r4
753,87,2012,Wrath of the Titans,150000000,83670083,305270083,238940166,2.59293444,Fantasy,r4
754,65,2012,Abraham Lincoln: Vampire Hunter,67500000,37519139,137489730,107508869,2.5927239851851853,Action,r4
754,65,2012,Abraham Lincoln: Vampire Hunter,67500000,37519139,137489730,107508869,2.5927239851851853,Fantasy,r4
757,45,2016,War Dogs,50000000,43034523,86234503,79269026,2.58538052,Comedy,r4
757,45,2016,War Dogs,50000000,43034523,86234503,79269026,2.58538052,Crime,r4
757,45,2016,War Dogs,50000000,43034523,86234503,79269026,2.58538052,Drama,r4
766,68,1997,The Saint,90000000,61363304,169400000,140763304,2.564036711111111,Drama,r4
767,99,2017,Geostorm,100000000,33700160,220796009,154496169,2.54496169,Action,r4
767,99,2017,Geostorm,100000000,33700160,220796009,154496169,2.54496169,Sci-Fi,r4
767,99,2017,Geostorm,100000000,33700160,220796009,154496169,2.54496169,Thriller,r4
769,92,2017,The Great Wall,150000000,45157105,334486852,229643957,2.5309597133333335,Action,r4
769,92,2017,The Great Wall,150000000,45157105,334486852,229643957,2.5309597133333335,Adventure,r4
769,92,2017,The Great Wall,150000000,45157105,334486852,229643957,2.5309597133333335,Fantasy,r4
773,96,2014,RoboCop,120000000,58607007,242981799,181588806,2.51324005,Action,r4
773,96,2014,RoboCop,120000000,58607007,242981799,181588806,2.51324005,Crime,r4
773,96,2014,RoboCop,120000000,58607007,242981799,181588806,2.51324005,Sci-Fi,r4
774,65,2017,The Mummy,195000000,80101125,409953905,295055030,2.5131027179487178,Action,r4
774,65,2017,The Mummy,195000000,80101125,409953905,295055030,2.5131027179487178,Adventure,r4
774,65,2017,The Mummy,195000000,80101125,409953905,295055030,2.5131027179487178,Fantasy,r4
776,22,2006,Little Man,64000000,58636047,101636047,96272094,2.50425146875,Comedy,r4
777,6,2018,First Man,60000000,44936545,105203825,90140370,2.5023395,Drama,r4
778,4,2013,Gangster Squad,60000000,46000903,104100903,90101806,2.5016967666666665,Action,r4
778,4,2013,Gangster Squad,60000000,46000903,104100903,90101806,2.5016967666666665,Crime,r4
778,4,2013,Gangster Squad,60000000,46000903,104100903,90101806,2.5016967666666665,Drama,r4
780,96,2014,The Expendables 3,100000000,39322544,209461378,148783922,2.48783922,Action,r4
780,96,2014,The Expendables 3,100000000,39322544,209461378,148783922,2.48783922,Adventure,r4
780,96,2014,The Expendables 3,100000000,39322544,209461378,148783922,2.48783922,Thriller,r4
783,4,2016,Ghostbusters,144000000,128350574,229008658,213359232,2.4816613333333333,Action,r4
783,4,2016,Ghostbusters,144000000,128350574,229008658,213359232,2.4816613333333333,Comedy,r4
783,4,2016,Ghostbusters,144000000,128350574,229008658,213359232,2.4816613333333333,Fantasy,r4
788,59,2010,Marmaduke,50000000,33644788,89895930,73540718,2.47081436,Comedy,r4
788,59,2010,Marmaduke,50000000,33644788,89895930,73540718,2.47081436,Family,r4
790,41,2014,The Judge,50000000,47119388,76119388,73238776,2.46477552,Crime,r4
790,41,2014,The Judge,50000000,47119388,76119388,73238776,2.46477552,Drama,r4
795,13,2010,Gulliver's Travels,112000000,42779261,232017848,162797109,2.4535456160714286,Adventure,r4
795,13,2010,Gulliver's Travels,112000000,42779261,232017848,162797109,2.4535456160714286,Comedy,r4
795,13,2010,Gulliver's Travels,112000000,42779261,232017848,162797109,2.4535456160714286,Family,r4
797,73,2015,The Good Dinosaur,187500000,123087120,333771037,269358157,2.4365768373333334,Adventure,r4
797,73,2015,The Good Dinosaur,187500000,123087120,333771037,269358157,2.4365768373333334,Animation,r4
797,73,2015,The Good Dinosaur,187500000,123087120,333771037,269358157,2.4365768373333334,Comedy,r4
799,32,2016,Teenage Mutant Ninja Turtles: Out of the Shadows,135000000,82051601,245328374,192379975,2.4250368518518517,Action,r4
799,32,2016,Teenage Mutant Ninja Turtles: Out of the Shadows,135000000,82051601,245328374,192379975,2.4250368518518517,Adventure,r4
799,32,2016,Teenage Mutant Ninja Turtles: Out of the Shadows,135000000,82051601,245328374,192379975,2.4250368518518517,Comedy,r4
800,60,1995,Sabrina,58000000,53458319,87100000,82558319,2.423419293103448,Thriller,r4
803,53,2013,After Earth,130000000,60522097,251499665,182021762,2.4001674,Action,r4
803,53,2013,After Earth,130000000,60522097,251499665,182021762,2.4001674,Adventure,r4
803,53,2013,After Earth,130000000,60522097,251499665,182021762,2.4001674,Drama,r4
805,95,1996,Daylight,80000000,32908290,158908290,111816580,2.39770725,Crime,r4
805,95,1996,Daylight,80000000,32908290,158908290,111816580,2.39770725,Thriller,r4
806,84,2018,The Predator,88000000,51024708,159487563,122512271,2.392184897727273,Action,r4
806,84,2018,The Predator,88000000,51024708,159487563,122512271,2.392184897727273,Adventure,r4
806,84,2018,The Predator,88000000,51024708,159487563,122512271,2.392184897727273,Sci-Fi,r4
808,63,2013,The Internship,58000000,44672764,93672764,80345528,2.385267724137931,Comedy,r4
810,16,2014,Exodus: Gods and Kings,140000000,65014513,268314513,193329026,2.380921614285714,Action,r4
810,16,2014,Exodus: Gods and Kings,140000000,65014513,268314513,193329026,2.380921614285714,Adventure,r4
810,16,2014,Exodus: Gods and Kings,140000000,65014513,268314513,193329026,2.380921614285714,Drama,r4
812,2,2007,Shooter,60000000,47003582,95538560,82542142,2.375702366666667,Action,r4
812,2,2007,Shooter,60000000,47003582,95538560,82542142,2.375702366666667,Crime,r4
812,2,2007,Shooter,60000000,47003582,95538560,82542142,2.375702366666667,Drama,r4
813,20,2014,Muppets Most Wanted,55000000,51178893,79312301,75491194,2.3725671636363637,Adventure,r4
813,20,2014,Muppets Most Wanted,55000000,51178893,79312301,75491194,2.3725671636363637,Comedy,r4
813,20,2014,Muppets Most Wanted,55000000,51178893,79312301,75491194,2.3725671636363637,Crime,r4
814,24,2010,Burlesque,55000000,39440655,90552675,74993330,2.363515090909091,Drama,r4
815,80,2016,Assassin's Creed,125000000,54647948,240759682,170407630,2.36326104,Action,r4
815,80,2016,Assassin's Creed,125000000,54647948,240759682,170407630,2.36326104,Adventure,r4
815,80,2016,Assassin's Creed,125000000,54647948,240759682,170407630,2.36326104,Sci-Fi,r4
820,28,2013,RED 2,84000000,53262560,141507355,110769915,2.3186894642857143,Action,r4
820,28,2013,RED 2,84000000,53262560,141507355,110769915,2.3186894642857143,Comedy,r4
820,28,2013,RED 2,84000000,53262560,141507355,110769915,2.3186894642857143,Crime,r4
821,51,2010,Dinner for Schmucks,69000000,73026337,86796502,90822839,2.316273028985507,Comedy,r4
822,32,2010,The A-Team,110000000,77222099,177241171,144463270,2.3133024545454544,Action,r4
822,32,2010,The A-Team,110000000,77222099,177241171,144463270,2.3133024545454544,Adventure,r4
822,32,2010,The A-Team,110000000,77222099,177241171,144463270,2.3133024545454544,Thriller,r4
823,14,2011,Arthur Christmas,85000000,46462469,149717124,111179593,2.307995211764706,Adventure,r4
823,14,2011,Arthur Christmas,85000000,46462469,149717124,111179593,2.307995211764706,Animation,r4
823,14,2011,Arthur Christmas,85000000,46462469,149717124,111179593,2.307995211764706,Comedy,r4
826,22,2016,Kubo and the Two Strings,55000000,48023088,77548122,70571210,2.2831129090909092,Action,r4
826,22,2016,Kubo and the Two Strings,55000000,48023088,77548122,70571210,2.2831129090909092,Adventure,r4
826,22,2016,Kubo and the Two Strings,55000000,48023088,77548122,70571210,2.2831129090909092,Animation,r4
829,63,1995,Assassins,50000000,30306268,83306268,63612536,2.27225072,Action,r4
829,63,1995,Assassins,50000000,30306268,83306268,63612536,2.27225072,Drama,r4
829,63,1995,Assassins,50000000,30306268,83306268,63612536,2.27225072,Thriller,r4
830,58,2018,A Wrinkle in Time,103000000,100478608,133401882,130880490,2.270684368932039,Adventure,r4
830,58,2018,A Wrinkle in Time,103000000,100478608,133401882,130880490,2.270684368932039,Family,r4
830,58,2018,A Wrinkle in Time,103000000,100478608,133401882,130880490,2.270684368932039,Fantasy,r4
831,25,2019,Godzilla: King of the Monsters,170000000,85576941,299276941,214853882,2.2638463647058824,Action,r4
831,25,2019,Godzilla: King of the Monsters,170000000,85576941,299276941,214853882,2.2638463647058824,Adventure,r4
831,25,2019,Godzilla: King of the Monsters,170000000,85576941,299276941,214853882,2.2638463647058824,Fantasy,r4
832,50,2018,Pacific Rim: Uprising,155000000,59874525,290930148,195804673,2.26325595483871,Action,r4
832,50,2018,Pacific Rim: Uprising,155000000,59874525,290930148,195804673,2.26325595483871,Adventure,r4
832,50,2018,Pacific Rim: Uprising,155000000,59874525,290930148,195804673,2.26325595483871,Sci-Fi,r4
840,54,2018,Sherlock Gnomes,59000000,43242871,87527651,71770522,2.216449525423729,Adventure,r4
840,54,2018,Sherlock Gnomes,59000000,43242871,87527651,71770522,2.216449525423729,Animation,r4
840,54,2018,Sherlock Gnomes,59000000,43242871,87527651,71770522,2.216449525423729,Comedy,r4
841,81,2019,The Secret Life of Pets 2,80000000,63795655,113351496,97147151,2.2143393875,Adventure,r4
841,81,2019,The Secret Life of Pets 2,80000000,63795655,113351496,97147151,2.2143393875,Animation,r4
841,81,2019,The Secret Life of Pets 2,80000000,63795655,113351496,97147151,2.2143393875,Comedy,r4
842,12,2018,Solo: A Star Wars Story,275000000,213767512,393151347,331918859,2.206977669090909,Action,r4
842,12,2018,Solo: A Star Wars Story,275000000,213767512,393151347,331918859,2.206977669090909,Adventure,r4
842,12,2018,Solo: A Star Wars Story,275000000,213767512,393151347,331918859,2.206977669090909,Fantasy,r4
846,78,1998,Snake Eyes,73000000,55591409,103891409,86482818,2.184696136986301,Action,r4
846,78,1998,Snake Eyes,73000000,55591409,103891409,86482818,2.184696136986301,Adventure,r4
847,72,2011,The Change-Up,52000000,37243418,75997067,61240485,2.1777016346153846,Comedy,r4
847,72,2011,The Change-Up,52000000,37243418,75997067,61240485,2.1777016346153846,Fantasy,r4
849,79,2012,Total Recall,125000000,58877969,211856088,145734057,2.165872456,Action,r4
849,79,2012,Total Recall,125000000,58877969,211856088,145734057,2.165872456,Adventure,r4
853,94,2000,The Kid,65000000,69688384,69688384,74376768,2.144257969230769,Drama,r4
854,22,2006,The Guardian,70000000,55011732,94973540,79985272,2.142646742857143,Drama,r4
861,89,2012,Dark Shadows,150000000,79727149,238202668,167929817,2.1195321133333334,Comedy,r4
861,89,2012,Dark Shadows,150000000,79727149,238202668,167929817,2.1195321133333334,Fantasy,r4
862,8,2010,Edge of Darkness,60000000,43313890,82812456,66126346,2.1021057666666665,Crime,r4
862,8,2010,Edge of Darkness,60000000,43313890,82812456,66126346,2.1021057666666665,Drama,r4
863,15,2009,State of Play,60000000,37017955,88832210,65850165,2.09750275,Drama,r4
867,26,2016,Alice Through the Looking Glass,170000000,77042381,276928112,183970493,2.082179370588235,Adventure,r4
867,26,2016,Alice Through the Looking Glass,170000000,77042381,276928112,183970493,2.082179370588235,Family,r4
867,26,2016,Alice Through the Looking Glass,170000000,77042381,276928112,183970493,2.082179370588235,Fantasy,r4
871,39,2010,Robin Hood,210000000,105487148,322459006,217946154,2.0378388285714286,Action,r4
871,39,2010,Robin Hood,210000000,105487148,322459006,217946154,2.0378388285714286,Adventure,r4
871,39,2010,Robin Hood,210000000,105487148,322459006,217946154,2.0378388285714286,Drama,r4
873,12,2009,Duplicity,60000000,40572825,81079566,61652391,2.02753985,Thriller,r4
875,18,2012,The Campaign,95000000,86907746,104907746,96815492,2.019110442105263,Comedy,r4
876,41,2019,A Dog's Way Home,61000000,41952715,81149689,62102404,2.0180721967213113,Adventure,r4
876,41,2019,A Dog's Way Home,61000000,41952715,81149689,62102404,2.0180721967213113,Drama,r4
876,41,2019,A Dog's Way Home,61000000,41952715,81149689,62102404,2.0180721967213113,Family,r4
884,100,2018,Vice,60000000,47836282,70883171,58719453,1.97865755,Action,r4
884,100,2018,Vice,60000000,47836282,70883171,58719453,1.97865755,Adventure,r4
884,100,2018,Vice,60000000,47836282,70883171,58719453,1.97865755,Sci-Fi,r4
886,96,2015,The Last Witch Hunter,80000000,27367660,130818912,78186572,1.97733215,Action,r4
886,96,2015,The Last Witch Hunter,80000000,27367660,130818912,78186572,1.97733215,Adventure,r4
886,96,2015,The Last Witch Hunter,80000000,27367660,130818912,78186572,1.97733215,Fantasy,r4
888,90,2010,Legend of the Guardians: The Owls of Ga'Hoole,100000000,55675313,139716717,95392030,1.9539203,Action,r4
888,90,2010,Legend of the Guardians: The Owls of Ga'Hoole,100000000,55675313,139716717,95392030,1.9539203,Adventure,r4
888,90,2010,Legend of the Guardians: The Owls of Ga'Hoole,100000000,55675313,139716717,95392030,1.9539203,Animation,r4
890,57,2011,Hall Pass,68000000,45060734,87173475,64234209,1.9446207205882353,Comedy,r4
891,49,2003,Out of Time,50000000,41083108,55489826,46572934,1.93145868,Drama,r4
891,49,2003,Out of Time,50000000,41083108,55489826,46572934,1.93145868,Thriller,r4
892,33,2015,Crimson Peak,55000000,31090320,74966854,51057174,1.9283122545454545,Drama,r4
892,33,2015,Crimson Peak,55000000,31090320,74966854,51057174,1.9283122545454545,Fantasy,r4
896,56,2016,The Nice Guys,50000000,36261763,59596747,45858510,1.9171702,Action,r4
896,56,2016,The Nice Guys,50000000,36261763,59596747,45858510,1.9171702,Comedy,r4
896,56,2016,The Nice Guys,50000000,36261763,59596747,45858510,1.9171702,Crime,r4
899,54,2010,Killers,75000000,47059963,95572749,67632712,1.9017694933333333,Action,r4
899,54,2010,Killers,75000000,47059963,95572749,67632712,1.9017694933333333,Comedy,r4
900,80,2017,Blade Runner 2049,185000000,92054159,259357408,166411567,1.8995219837837838,Drama,r4
900,80,2017,Blade Runner 2049,185000000,92054159,259357408,166411567,1.8995219837837838,Sci-Fi,r4
901,94,2017,Power Rangers,120000000,85364450,142531552,107896002,1.89913335,Action,r4
901,94,2017,Power Rangers,120000000,85364450,142531552,107896002,1.89913335,Adventure,r4
901,94,2017,Power Rangers,120000000,85364450,142531552,107896002,1.89913335,Sci-Fi,r4
904,40,2017,Ghost in the Shell,110000000,40563557,167910690,98474247,1.8952204272727273,Action,r4
904,40,2017,Ghost in the Shell,110000000,40563557,167910690,98474247,1.8952204272727273,Drama,r4
904,40,2017,Ghost in the Shell,110000000,40563557,167910690,98474247,1.8952204272727273,Sci-Fi,r4
907,29,2011,Priest,60000000,29136626,84154026,53290652,1.8881775333333333,Action,r4
907,29,2011,Priest,60000000,29136626,84154026,53290652,1.8881775333333333,Adventure,r4
907,29,2011,Priest,60000000,29136626,84154026,53290652,1.8881775333333333,Fantasy,r4
912,70,2015,Run All Night,50000000,26461644,66961644,43423288,1.86846576,Action,r4
912,70,2015,Run All Night,50000000,26461644,66961644,43423288,1.86846576,Drama,r4
912,70,2015,Run All Night,50000000,26461644,66961644,43423288,1.86846576,Thriller,r4
913,98,2015,Fantastic Four,120000000,56117548,167849187,103966735,1.8663894583333334,Action,r4
913,98,2015,Fantastic Four,120000000,56117548,167849187,103966735,1.8663894583333334,Adventure,r4
913,98,2015,Fantastic Four,120000000,56117548,167849187,103966735,1.8663894583333334,Drama,r4
914,73,1997,Volcano,90000000,47546796,120100000,77646796,1.8627421777777777,Drama,r4
915,90,2013,White House Down,150000000,73103784,205440387,128544171,1.85696114,Action,r4
915,90,2013,White House Down,150000000,73103784,205440387,128544171,1.85696114,Drama,r4
915,90,2013,White House Down,150000000,73103784,205440387,128544171,1.85696114,Thriller,r4
917,10,2016,The Huntsman: Winter's War,115000000,48003015,165149302,98152317,1.853498408695652,Action,r4
917,10,2016,The Huntsman: Winter's War,115000000,48003015,165149302,98152317,1.853498408695652,Adventure,r4
917,10,2016,The Huntsman: Winter's War,115000000,48003015,165149302,98152317,1.853498408695652,Drama,r4
918,88,2007,Beowulf,150000000,82280579,195080579,127361158,1.8490743866666666,Action,r4
918,88,2007,Beowulf,150000000,82280579,195080579,127361158,1.8490743866666666,Drama,r4
918,88,2007,Beowulf,150000000,82280579,195080579,127361158,1.8490743866666666,Fantasy,r4
920,27,2012,The Watch,55000000,34353000,67130045,46483045,1.8451462727272727,Action,r4
920,27,2012,The Watch,55000000,34353000,67130045,46483045,1.8451462727272727,Comedy,r4
922,17,2010,Cats & Dogs: The Revenge of Kitty Galore,85000000,43585753,113026383,71612136,1.8424957176470589,Action,r4
922,17,2010,Cats & Dogs: The Revenge of Kitty Galore,85000000,43585753,113026383,71612136,1.8424957176470589,Comedy,r4
922,17,2010,Cats & Dogs: The Revenge of Kitty Galore,85000000,43585753,113026383,71612136,1.8424957176470589,Family,r4
923,37,2013,Escape Plan,70000000,25135965,103735965,58871930,1.8410275714285713,Action,r4
923,37,2013,Escape Plan,70000000,25135965,103735965,58871930,1.8410275714285713,Crime,r4
926,17,2016,The BFG,140000000,55483770,199646680,115130450,1.822360357142857,Adventure,r4
926,17,2016,The BFG,140000000,55483770,199646680,115130450,1.822360357142857,Family,r4
926,17,2016,The BFG,140000000,55483770,199646680,115130450,1.822360357142857,Fantasy,r4
927,68,2013,The Host,50000000,26623701,64477051,41100752,1.82201504,Action,r4
927,68,2013,The Host,50000000,26623701,64477051,41100752,1.82201504,Adventure,r4
927,68,2013,The Host,50000000,26623701,64477051,41100752,1.82201504,Drama,r4
931,26,2013,The Mortal Instruments: City of Bones,60000000,31165421,75965567,47130988,1.7855164666666667,Action,r4
931,26,2013,The Mortal Instruments: City of Bones,60000000,31165421,75965567,47130988,1.7855164666666667,Fantasy,r4
932,77,2011,The Three Musketeers,90000000,20377913,139877913,70255826,1.780620288888889,Action,r4
932,77,2011,The Three Musketeers,90000000,20377913,139877913,70255826,1.780620288888889,Adventure,r4
935,23,2015,Tomorrowland,170000000,93436322,206627518,130063840,1.7650814117647058,Action,r4
935,23,2015,Tomorrowland,170000000,93436322,206627518,130063840,1.7650814117647058,Adventure,r4
935,23,2015,Tomorrowland,170000000,93436322,206627518,130063840,1.7650814117647058,Family,r4
938,44,2010,The Sorcerer's Apprentice,160000000,63150991,217986320,121137311,1.75710819375,Action,r4
938,44,2010,The Sorcerer's Apprentice,160000000,63150991,217986320,121137311,1.75710819375,Adventure,r4
938,44,2010,The Sorcerer's Apprentice,160000000,63150991,217986320,121137311,1.75710819375,Family,r4
944,61,2012,Red Tails,58000000,49876377,50365498,42241875,1.7283081896551724,Action,r4
944,61,2012,Red Tails,58000000,49876377,50365498,42241875,1.7283081896551724,Adventure,r4
944,61,2012,Red Tails,58000000,49876377,50365498,42241875,1.7283081896551724,Drama,r4
945,36,2013,Ender's Game,110000000,61737191,127983283,79720474,1.7247315818181819,Action,r4
945,36,2013,Ender's Game,110000000,61737191,127983283,79720474,1.7247315818181819,Adventure,r4
945,36,2013,Ender's Game,110000000,61737191,127983283,79720474,1.7247315818181819,Fantasy,r4
947,32,2012,Battleship,220000000,65233400,313477717,158711117,1.7214141681818182,Action,r4
947,32,2012,Battleship,220000000,65233400,313477717,158711117,1.7214141681818182,Adventure,r4
947,32,2012,Battleship,220000000,65233400,313477717,158711117,1.7214141681818182,Sci-Fi,r4
949,89,2001,Evolution,80000000,38311134,98341932,56653066,1.708163325,Drama,r4
949,89,2001,Evolution,80000000,38311134,98341932,56653066,1.708163325,Sci-Fi,r4
952,25,2011,The Dilemma,70000000,48475290,70546865,49022155,1.7003165,Comedy,r4
952,25,2011,The Dilemma,70000000,48475290,70546865,49022155,1.7003165,Drama,r4
954,35,2018,The Nutcracker and the Four Realms,132900000,54858851,170293899,92252750,1.6941516177577125,Adventure,r4
954,35,2018,The Nutcracker and the Four Realms,132900000,54858851,170293899,92252750,1.6941516177577125,Family,r4
954,35,2018,The Nutcracker and the Four Realms,132900000,54858851,170293899,92252750,1.6941516177577125,Fantasy,r4
955,64,2016,Zoolander 2,50000000,28848693,55348693,34197386,1.68394772,Comedy,r4
958,62,2011,Sucker Punch,75000000,36392502,89758389,51150891,1.68201188,Action,r4
958,62,2011,Sucker Punch,75000000,36392502,89758389,51150891,1.68201188,Adventure,r4
958,62,2011,Sucker Punch,75000000,36392502,89758389,51150891,1.68201188,Fantasy,r4
959,62,2011,Green Lantern,200000000,116601172,219535492,136136664,1.68068332,Action,r4
959,62,2011,Green Lantern,200000000,116601172,219535492,136136664,1.68068332,Adventure,r4
959,62,2011,Green Lantern,200000000,116601172,219535492,136136664,1.68068332,Sci-Fi,r4
962,28,2017,American Assassin,63000000,36249674,68310140,41559814,1.6596795873015873,Action,r4
962,28,2017,American Assassin,63000000,36249674,68310140,41559814,1.6596795873015873,Thriller,r4
965,100,2005,The Island,120000000,35818913,163018913,78837826,1.6569818833333334,Drama,r4
967,71,2012,That's My Boy,57500000,36931089,58085235,37516324,1.652457808695652,Comedy,r4
968,97,2014,Pompeii,80000000,23169033,108469033,51638066,1.645475825,Action,r4
968,97,2014,Pompeii,80000000,23169033,108469033,51638066,1.645475825,Adventure,r4
