,Id,Release Date,Movie,Production Budget,Domestic Gross,Worldwide Gross,Profitability,ROI,Genres,bucket
64,75,2011,Kevin Hart: Laugh at My Pain,750000,7706436,7712436,14668872,20.558496,Comedy,r2
64,75,2011,Kevin Hart: Laugh at My Pain,750000,7706436,7712436,14668872,20.558496,Documentary,r2
67,39,2016,Meet the Blacks,900000,9097072,9097072,17294144,20.215715555555555,Comedy,r2
67,39,2016,Meet the Blacks,900000,9097072,9097072,17294144,20.215715555555555,Horror,r2
68,31,2015,The Green Inferno,1000000,7192291,12931420,19123711,20.123711,Horror,r2
70,18,2012,Beasts of the Southern Wild,1800000,12795746,23265132,34260878,20.033821111111113,Drama,r2
71,95,2018,Winchester,3500000,25091816,44378040,65969856,19.848530285714286,Drama,r2
72,49,2015,Exeter,25000,0,489792,464792,19.59168,Horror,r2
72,49,2015,Exeter,25000,0,489792,464792,19.59168,Mystery,r2
72,49,2015,Exeter,25000,0,489792,464792,19.59168,Thriller,r2
73,48,2011,Another Earth,175000,1321194,2102779,3248973,19.56556,Drama,r2
73,48,2011,Another Earth,175000,1321194,2102779,3248973,19.56556,Romance,r2
73,48,2011,Another Earth,175000,1321194,2102779,3248973,19.56556,Sci-Fi,r2
74,64,2017,The Big Sick,5000000,42872467,53972860,91845327,19.3690654,Comedy,r2
74,64,2017,The Big Sick,5000000,42872467,53972860,91845327,19.3690654,Drama,r2
74,64,2017,The Big Sick,5000000,42872467,53972860,91845327,19.3690654,Romance,r2
75,94,2015,It Follows,2000000,14674077,23250755,35924832,18.962416,Horror,r2
75,94,2015,It Follows,2000000,14674077,23250755,35924832,18.962416,Mystery,r2
77,94,2016,The Witch,3500000,25138705,40454520,62093225,18.74092142857143,Horror,r2
77,94,2016,The Witch,3500000,25138705,40454520,62093225,18.74092142857143,Mystery,r2
81,73,2013,Dallas Buyers Club,5000000,27298285,60611845,82910130,17.582026,Drama,r2
82,33,2012,The Sessions,1000000,6002451,11495204,16497655,17.497655,Comedy,r2
82,33,2012,The Sessions,1000000,6002451,11495204,16497655,17.497655,Drama,r2
84,32,2017,I Am Not Your Negro,1000000,7123919,9617402,15741321,16.741321,Documentary,r2
86,18,2010,Tiny Furniture,50000,391674,424149,765823,16.31646,Comedy,r2
86,18,2010,Tiny Furniture,50000,391674,424149,765823,16.31646,Drama,r2
86,18,2010,Tiny Furniture,50000,391674,424149,765823,16.31646,Romance,r2
90,43,2014,Whiplash,3300000,13092006,38969037,48761043,15.776073636363636,Drama,r2
91,48,2000,The Terrorist,25000,195043,195043,365086,15.60344,Thriller,r2
95,97,2012,Silent House,2000000,12739737,16610760,27350497,14.6752485,Drama,r2
95,97,2012,Silent House,2000000,12739737,16610760,27350497,14.6752485,Horror,r2
95,97,2012,Silent House,2000000,12739737,16610760,27350497,14.6752485,Mystery,r2
96,70,2018,Unsane,1500000,7690044,14244931,20434975,14.623316666666666,Drama,r2
96,70,2018,Unsane,1500000,7690044,14244931,20434975,14.623316666666666,Horror,r2
96,70,2018,Unsane,1500000,7690044,14244931,20434975,14.623316666666666,Mystery,r2
97,72,2014,Oculus,5000000,27695246,44115496,66810742,14.3621484,Horror,r2
97,72,2014,Oculus,5000000,27695246,44115496,66810742,14.3621484,Mystery,r2
99,74,2015,No Escape,5000000,27288872,42844516,65133388,14.0266776,Action,r2
99,74,2015,No Escape,5000000,27288872,42844516,65133388,14.0266776,Thriller,r2
100,95,2018,Eighth Grade,2000000,13539710,14341016,25880726,13.940363,Comedy,r2
100,95,2018,Eighth Grade,2000000,13539710,14341016,25880726,13.940363,Drama,r2
103,35,2017,Lowriders,916000,6179955,6188421,11452376,13.502593886462883,Crime,r2
103,35,2017,Lowriders,916000,6179955,6188421,11452376,13.502593886462883,Drama,r2
105,100,2016,Hardcore Henry,2000000,9252038,17187434,24439472,13.219736,Action,r2
105,100,2016,Hardcore Henry,2000000,9252038,17187434,24439472,13.219736,Sci-Fi,r2
106,17,1996,Shine,5500000,35811509,36672493,66984002,13.178909454545455,Drama,r2
107,19,2008,The Signal,50000,251150,406299,607449,13.14898,Drama,r2
107,19,2008,The Signal,50000,251150,406299,607449,13.14898,Mystery,r2
107,19,2008,The Signal,50000,251150,406299,607449,13.14898,Sci-Fi,r2
109,97,2013,Dark Skies,3500000,17418667,27704111,41622778,12.892222285714286,Horror,r2
109,97,2013,Dark Skies,3500000,17418667,27704111,41622778,12.892222285714286,Sci-Fi,r2
109,97,2013,Dark Skies,3500000,17418667,27704111,41622778,12.892222285714286,Thriller,r2
110,76,2015,The Lazarus Effect,5000000,25801570,38359310,59160880,12.832176,Horror,r2
110,76,2015,The Lazarus Effect,5000000,25801570,38359310,59160880,12.832176,Mystery,r2
110,76,2015,The Lazarus Effect,5000000,25801570,38359310,59160880,12.832176,Sci-Fi,r2
113,84,2014,"As Above, So Below",5000000,21222315,41824066,58046381,12.6092762,Documentary,r2
119,92,2015,Still Alice,5000000,18656400,41699612,55356012,12.0712024,Drama,r2
122,18,2013,Don Jon,5500000,24477704,41268579,60246283,11.953869636363637,Comedy,r2
122,18,2013,Don Jon,5500000,24477704,41268579,60246283,11.953869636363637,Drama,r2
122,18,2013,Don Jon,5500000,24477704,41268579,60246283,11.953869636363637,Romance,r2
123,59,2014,All You Need Is Love,300000,0,3565259,3265259,11.884196666666666,Documentary,r2
124,50,2010,Monsters,500000,237301,5639730,5377031,11.754062,Drama,r2
124,50,2010,Monsters,500000,237301,5639730,5377031,11.754062,Sci-Fi,r2
124,50,2010,Monsters,500000,237301,5639730,5377031,11.754062,Thriller,r2
127,25,2016,Hunt for the Wilderpeople,2500000,5205471,23845533,26551004,11.6204016,Comedy,r2
127,25,2016,Hunt for the Wilderpeople,2500000,5205471,23845533,26551004,11.6204016,Drama,r2
131,8,2010,Winter's Bone,2000000,6531503,16131551,20663054,11.331527,Drama,r2
131,8,2010,Winter's Bone,2000000,6531503,16131551,20663054,11.331527,Mystery,r2
132,77,2012,Safety Not Guaranteed,750000,4010957,4422318,7683275,11.244366666666666,Comedy,r2
132,77,2012,Safety Not Guaranteed,750000,4010957,4422318,7683275,11.244366666666666,Drama,r2
132,77,2012,Safety Not Guaranteed,750000,4010957,4422318,7683275,11.244366666666666,Romance,r2
133,2,2010,Buried,1987650,1044143,21270290,20326783,11.22654038688904,Drama,r2
133,2,2010,Buried,1987650,1044143,21270290,20326783,11.22654038688904,Mystery,r2
133,2,2010,Buried,1987650,1044143,21270290,20326783,11.22654038688904,Thriller,r2
134,54,2018,Sorry to Bother You,3200000,17493096,18285560,32578656,11.18083,Comedy,r2
134,54,2018,Sorry to Bother You,3200000,17493096,18285560,32578656,11.18083,Sci-Fi,r2
135,36,2014,The Skeleton Twins,1000000,5284309,5797192,10081501,11.081501,Comedy,r2
135,36,2014,The Skeleton Twins,1000000,5284309,5797192,10081501,11.081501,Drama,r2
135,36,2014,The Skeleton Twins,1000000,5284309,5797192,10081501,11.081501,Romance,r2
138,79,2018,The Strangers: Prey at Night,5000000,24431472,29960051,49391523,10.8783046,Horror,r2
143,99,2013,Before Midnight,3000000,8110621,23251930,28362551,10.454183666666667,Drama,r2
143,99,2013,Before Midnight,3000000,8110621,23251930,28362551,10.454183666666667,Romance,r2
145,90,2013,The Last Exorcism Part II,4000000,15179303,25448707,36628010,10.1570025,Drama,r2
145,90,2013,The Last Exorcism Part II,4000000,15179303,25448707,36628010,10.1570025,Horror,r2
145,90,2013,The Last Exorcism Part II,4000000,15179303,25448707,36628010,10.1570025,Thriller,r2
146,78,2011,Our Idiot Brother,5000000,24814830,25861249,45676079,10.1352158,Comedy,r2
146,78,2011,Our Idiot Brother,5000000,24814830,25861249,45676079,10.1352158,Drama,r2
150,95,2000,Saving Grace,4000000,12178602,27786849,35965451,9.99136275,Crime,r2
150,95,2000,Saving Grace,4000000,12178602,27786849,35965451,9.99136275,Drama,r2
150,95,2000,Saving Grace,4000000,12178602,27786849,35965451,9.99136275,Horror,r2
151,10,2012,Burn,225000,1109276,1109276,1993552,9.86023111111111,Documentary,r2
153,83,2013,The Way Way Back,5000000,21502690,26853810,43356500,9.6713,Comedy,r2
153,83,2013,The Way Way Back,5000000,21502690,26853810,43356500,9.6713,Drama,r2
154,38,2016,Krisha,30000,144822,144822,259644,9.6548,Drama,r2
155,89,2018,Upgrade,3000000,11977130,16553285,25530415,9.510138333333334,Action,r2
155,89,2018,Upgrade,3000000,11977130,16553285,25530415,9.510138333333334,Sci-Fi,r2
155,89,2018,Upgrade,3000000,11977130,16553285,25530415,9.510138333333334,Thriller,r2
157,98,2018,Forever My Girl,3500000,16376066,16376066,29252132,9.357752,Drama,r2
157,98,2018,Forever My Girl,3500000,16376066,16376066,29252132,9.357752,Romance,r2
166,3,2013,Spring Breakers,5000000,14124286,31149251,40273537,9.0547074,Comedy,r2
166,3,2013,Spring Breakers,5000000,14124286,31149251,40273537,9.0547074,Crime,r2
166,3,2013,Spring Breakers,5000000,14124286,31149251,40273537,9.0547074,Drama,r2
167,85,2016,God's Not Dead 2,5000000,20773069,23551286,39324355,8.864871,Drama,r2
169,94,2011,Apollo 18,5000000,17686929,26517819,39204748,8.8409496,Horror,r2
169,94,2011,Apollo 18,5000000,17686929,26517819,39204748,8.8409496,Mystery,r2
169,94,2011,Apollo 18,5000000,17686929,26517819,39204748,8.8409496,Sci-Fi,r2
171,95,2018,"Paul, Apostle of Christ",5000000,17547999,25529498,38077497,8.6154994,Drama,r2
172,11,2017,The Florida Project,2000000,5904366,11295324,15199690,8.599845,Drama,r2
173,18,2012,Barfi,4600000,2804874,36751984,34956858,8.59931695652174,Comedy,r2
173,18,2012,Barfi,4600000,2804874,36751984,34956858,8.59931695652174,Romance,r2
174,90,2016,Race,5000000,19115191,23745772,37860963,8.5721926,Documentary,r2
178,42,2011,Martha Marcy May Marlene,1000000,2981038,5438911,7419949,8.419949,Drama,r2
178,42,2011,Martha Marcy May Marlene,1000000,2981038,5438911,7419949,8.419949,Mystery,r2
178,42,2011,Martha Marcy May Marlene,1000000,2981038,5438911,7419949,8.419949,Thriller,r2
179,86,1997,The Apostle,5000000,20733485,21277770,37011255,8.402251,Horror,r2
181,37,1999,Beyond the Mat,500000,2047570,2047570,3595140,8.19028,Drama,r2
185,51,2014,Dear White People,1250000,4404154,5403771,8557925,7.84634,Comedy,r2
185,51,2014,Dear White People,1250000,4404154,5403771,8557925,7.84634,Drama,r2
185,51,2014,Dear White People,1250000,4404154,5403771,8557925,7.84634,Romance,r2
190,7,1998,Smoke Signals,2000000,6719300,7756617,12475917,7.2379585,Documentary,r2
192,2,2008,The Visitor,4000000,9427026,19174817,24601843,7.15046075,Drama,r2
192,2,2008,The Visitor,4000000,9427026,19174817,24601843,7.15046075,Romance,r2
193,15,2003,Thirteen,2000000,4601043,9505996,12107039,7.0535195,Drama,r2
194,96,2014,Addicted,5000000,17390770,17499242,29890012,6.9780024,Drama,r2
194,96,2014,Addicted,5000000,17390770,17499242,29890012,6.9780024,Thriller,r2
197,20,2015,We Are Your Friends,2000000,3591417,10153415,11744832,6.872416,Drama,r2
197,20,2015,We Are Your Friends,2000000,3591417,10153415,11744832,6.872416,Romance,r2
200,4,2017,It Comes at Night,5000000,13985117,19720203,28705320,6.741064,Horror,r2
200,4,2017,It Comes at Night,5000000,13985117,19720203,28705320,6.741064,Mystery,r2
205,41,2014,Obvious Child,1000000,3122616,3324070,5446686,6.446686,Comedy,r2
205,41,2014,Obvious Child,1000000,3122616,3324070,5446686,6.446686,Drama,r2
205,41,2014,Obvious Child,1000000,3122616,3324070,5446686,6.446686,Romance,r2
209,12,2017,Before I Fall,5000000,12241072,18945682,26186754,6.2373508,Drama,r2
209,12,2017,Before I Fall,5000000,12241072,18945682,26186754,6.2373508,Mystery,r2
212,68,2012,Sound of My Voice,135000,408015,429448,702463,6.20342962962963,Drama,r2
212,68,2012,Sound of My Voice,135000,408015,429448,702463,6.20342962962963,Mystery,r2
212,68,2012,Sound of My Voice,135000,408015,429448,702463,6.20342962962963,Sci-Fi,r2
214,17,2010,Inside Job,2000000,4311834,7799257,10111091,6.0555455,Crime,r2
214,17,2010,Inside Job,2000000,4311834,7799257,10111091,6.0555455,Documentary,r2
216,9,2014,Meet the Mormons,2000000,6047363,6049171,10096534,6.048267,Documentary,r2
217,32,2016,The Lobster,4500000,9196278,18019834,22716112,6.048024888888889,Comedy,r2
217,32,2016,The Lobster,4500000,9196278,18019834,22716112,6.048024888888889,Drama,r2
217,32,2016,The Lobster,4500000,9196278,18019834,22716112,6.048024888888889,Romance,r2
218,96,1999,Trippin',3000000,9017070,9017070,15034140,6.01138,Comedy,r2
218,96,1999,Trippin',3000000,9017070,9017070,15034140,6.01138,Horror,r2
221,28,1996,Secrets & Lies,4500000,13417292,13417292,22334584,5.963240888888889,Drama,r2
221,28,1996,Secrets & Lies,4500000,13417292,13417292,22334584,5.963240888888889,Romance,r2
227,12,2017,All Saints,2000000,5802208,5941994,9744202,5.872101,Drama,r2
229,8,2006,Water,3000000,5529144,11322573,13851717,5.617239,Crime,r2
229,8,2006,Water,3000000,5529144,11322573,13851717,5.617239,Thriller,r2
230,22,2013,The Spectacular Now,2500000,6852971,6916951,11269922,5.5079688,Comedy,r2
230,22,2013,The Spectacular Now,2500000,6852971,6916951,11269922,5.5079688,Drama,r2
230,22,2013,The Spectacular Now,2500000,6852971,6916951,11269922,5.5079688,Romance,r2
233,20,2018,Hell Fest,5500000,11107431,18119231,23726662,5.313938545454546,Horror,r2
237,14,2013,Frances Ha,3000000,4067398,11262769,12330167,5.110055666666667,Comedy,r2
237,14,2013,Frances Ha,3000000,4067398,11262769,12330167,5.110055666666667,Drama,r2
237,14,2013,Frances Ha,3000000,4067398,11262769,12330167,5.110055666666667,Romance,r2
238,77,2013,The To Do List,1500000,3491669,4128828,6120497,5.0803313333333335,Comedy,r2
238,77,2013,The To Do List,1500000,3491669,4128828,6120497,5.0803313333333335,Romance,r2
240,100,2001,The Wash,4000000,10097096,10097096,16194192,5.048548,Thriller,r2
251,52,2013,Filly Brown,1250000,2850357,2940411,4540768,4.6326144,Drama,r2
254,21,2015,Mustang,1400000,845464,5552584,4998048,4.570034285714286,Drama,r2
256,39,2011,Sholem Aleichem: Laughing in the Darkness,500000,1131261,1131261,1762522,4.525044,Documentary,r2
257,31,2010,Sea Rex 3D: Journey to a Prehistoric World,5000000,6096582,16515203,17611785,4.522357,Documentary,r2
259,24,1995,Before Sunrise,2500000,5274005,5690220,8464225,4.38569,Drama,r2
260,13,2004,Tarnation,400000,592014,1162014,1354028,4.38507,Comedy,r2
260,13,2004,Tarnation,400000,592014,1162014,1354028,4.38507,Horror,r2
262,35,2012,Bachelorette,3000000,446770,12577401,10024171,4.341390333333333,Comedy,r2
262,35,2012,Bachelorette,3000000,446770,12577401,10024171,4.341390333333333,Romance,r2
263,1,2015,Mommy,4900000,3498695,17536004,16134699,4.292795714285714,Drama,r2
266,41,2014,The Babadook,2000000,950792,7482387,6433179,4.2165895,Drama,r2
266,41,2014,The Babadook,2000000,950792,7482387,6433179,4.2165895,Horror,r2
267,20,2014,Moms' Night Out,5000000,10429707,10537341,15967048,4.1934096,Comedy,r2
275,8,2007,Bug,4000000,7006708,8302995,11309703,3.82742575,Drama,r2
275,8,2007,Bug,4000000,7006708,8302995,11309703,3.82742575,Mystery,r2
275,8,2007,Bug,4000000,7006708,8302995,11309703,3.82742575,Thriller,r2
276,79,1997,Love and Other Catastrophes,250000,212285,743216,705501,3.822004,Comedy,r2
276,79,1997,Love and Other Catastrophes,250000,212285,743216,705501,3.822004,Drama,r2
287,21,2016,Compadres,3000000,3127773,7445044,7572817,3.5242723333333332,Action,r2
287,21,2016,Compadres,3000000,3127773,7445044,7572817,3.5242723333333332,Comedy,r2
287,21,2016,Compadres,3000000,3127773,7445044,7572817,3.5242723333333332,Crime,r2
292,10,2016,Swiss Army Man,3000000,4210454,5837111,7047565,3.349188333333333,Comedy,r2
292,10,2016,Swiss Army Man,3000000,4210454,5837111,7047565,3.349188333333333,Drama,r2
294,78,2013,The Gatekeepers,1500000,2408553,2592308,3500861,3.3339073333333333,Documentary,r2
295,26,2012,Robot & Frank,2500000,3317468,4934356,5751824,3.3007296,Comedy,r2
295,26,2012,Robot & Frank,2500000,3317468,4934356,5751824,3.3007296,Crime,r2
295,26,2012,Robot & Frank,2500000,3317468,4934356,5751824,3.3007296,Drama,r2
296,12,2008,Heroes,400000,655538,655538,911076,3.27769,Documentary,r2
299,49,2016,The Other Side of the Door,5000000,3000342,12905107,10905449,3.1810898,Drama,r2
304,93,2017,Columbus,700000,1017107,1110511,1427618,3.0394542857142857,Comedy,r2
305,95,2015,Sardaar Ji,2700000,0,8200000,5500000,3.037037037037037,Comedy,r2
305,95,2015,Sardaar Ji,2700000,0,8200000,5500000,3.037037037037037,Horror,r2
307,43,2013,Grace Unplugged,1700000,2507159,2507159,3314318,2.9495988235294117,Drama,r2
308,9,2016,Don't Think Twice,3000000,4417983,4417983,5835966,2.945322,Comedy,r2
308,9,2016,Don't Think Twice,3000000,4417983,4417983,5835966,2.945322,Drama,r2
311,15,2010,Please Give,3000000,4033574,4570178,5603752,2.867917333333333,Comedy,r2
311,15,2010,Please Give,3000000,4033574,4570178,5603752,2.867917333333333,Drama,r2
319,28,2001,The Forsaken,5000000,6755271,6755271,8510542,2.7021084,Drama,r2
319,28,2001,The Forsaken,5000000,6755271,6755271,8510542,2.7021084,Horror,r2
319,28,2001,The Forsaken,5000000,6755271,6755271,8510542,2.7021084,Thriller,r2
320,23,2015,Captive,2000000,2583301,2791973,3375274,2.687637,Drama,r2
320,23,2015,Captive,2000000,2583301,2791973,3375274,2.687637,Thriller,r2
321,9,2011,Submarine,1900000,467602,4581937,3149539,2.657652105263158,Comedy,r2
321,9,2011,Submarine,1900000,467602,4581937,3149539,2.657652105263158,Drama,r2
321,9,2011,Submarine,1900000,467602,4581937,3149539,2.657652105263158,Romance,r2
322,93,2018,Indivisible,2700000,3511417,3588305,4399722,2.6295266666666666,Documentary,r2
325,29,2018,Fahrenheit 11/9,5000000,6352306,6653715,8006021,2.6012042,Documentary,r2
326,54,2016,Paterson,5000000,2141423,10727536,7868959,2.5737918,Comedy,r2
326,54,2016,Paterson,5000000,2141423,10727536,7868959,2.5737918,Drama,r2
326,54,2016,Paterson,5000000,2141423,10727536,7868959,2.5737918,Romance,r2
327,29,2011,Le Havre,5500000,611709,13480196,8591905,2.5621645454545456,Comedy,r2
327,29,2011,Le Havre,5500000,611709,13480196,8591905,2.5621645454545456,Drama,r2
336,33,1996,Bound,4500000,3802260,7011317,6313577,2.403017111111111,Action,r2
336,33,1996,Bound,4500000,3802260,7011317,6313577,2.403017111111111,Drama,r2
338,23,2012,Middle of Nowhere,200000,236806,236806,273612,2.36806,Drama,r2
340,46,2011,Dum Maaro Dum,5200000,564489,11633427,6997916,2.345753076923077,Action,r2
340,46,2011,Dum Maaro Dum,5200000,564489,11633427,6997916,2.345753076923077,Crime,r2
340,46,2011,Dum Maaro Dum,5200000,564489,11633427,6997916,2.345753076923077,Drama,r2
342,32,2005,Oldboy,3000000,707391,6239723,3947114,2.3157046666666665,Action,r2
342,32,2005,Oldboy,3000000,707391,6239723,3947114,2.3157046666666665,Drama,r2
342,32,2005,Oldboy,3000000,707391,6239723,3947114,2.3157046666666665,Mystery,r2
345,26,2017,The Resurrection of Gavin Stone,2000000,2303792,2303792,2607584,2.303792,Comedy,r2
345,26,2017,The Resurrection of Gavin Stone,2000000,2303792,2303792,2607584,2.303792,Drama,r2
346,56,2017,Patti Cake$,1000000,800148,1471090,1271238,2.271238,Drama,r2
350,57,2000,Panic,1000000,779137,1425707,1204844,2.204844,Drama,r2
350,57,2000,Panic,1000000,779137,1425707,1204844,2.204844,Mystery,r2
350,57,2000,Panic,1000000,779137,1425707,1204844,2.204844,Thriller,r2
352,71,2010,Animal Kingdom,4200000,1044039,8078683,4922722,2.172076666666667,Crime,r2
352,71,2010,Animal Kingdom,4200000,1044039,8078683,4922722,2.172076666666667,Drama,r2
353,18,2012,Samsara,4000000,2672413,5966671,4639084,2.159771,Documentary,r2
361,29,2017,The Wall,3000000,1803064,4495262,3298326,2.099442,Documentary,r2
362,53,1998,Slam,1000000,1009819,1087521,1097340,2.09734,Comedy,r2
362,53,1998,Slam,1000000,1009819,1087521,1097340,2.09734,Drama,r2
362,53,1998,Slam,1000000,1009819,1087521,1097340,2.09734,Romance,r2
363,11,2018,First Reformed,3500000,3448256,3874772,3823028,2.0922937142857143,Drama,r2
363,11,2018,First Reformed,3500000,3448256,3874772,3823028,2.0922937142857143,Mystery,r2
363,11,2018,First Reformed,3500000,3448256,3874772,3823028,2.0922937142857143,Thriller,r2
365,38,2008,Choke,3400000,2926565,4124277,3650842,2.0737770588235294,Action,r2
365,38,2008,Choke,3400000,2926565,4124277,3650842,2.0737770588235294,Drama,r2
365,38,2008,Choke,3400000,2926565,4124277,3650842,2.0737770588235294,Romance,r2
367,25,2010,Letters to God,3000000,2848587,3237452,3086039,2.0286796666666667,Drama,r2
368,30,1993,Nemesis,2000000,2001124,2001124,2002248,2.001124,Drama,r2
370,34,2000,Hamlet,2000000,1577287,2419669,1996956,1.998478,Drama,r2
375,51,2016,The Fits,170000,166425,169242,165667,1.9745117647058823,Drama,r2
378,38,2015,90 Minutes in Heaven,5000000,4816142,4816142,4632284,1.9264568,Drama,r2
379,58,2014,Palo Alto,1000000,767732,1156309,924041,1.924041,Drama,r2
380,96,1997,Sunday,450000,410919,450349,411268,1.9139288888888888,Drama,r2
383,35,2015,The Diary of a Teenage Girl,2000000,1477002,2279959,1756961,1.8784805,Comedy,r2
383,35,2015,The Diary of a Teenage Girl,2000000,1477002,2279959,1756961,1.8784805,Drama,r2
383,35,2015,The Diary of a Teenage Girl,2000000,1477002,2279959,1756961,1.8784805,Romance,r2
385,51,2014,Kill the Messenger,5000000,2450846,6656705,4107551,1.8215102,Crime,r2
385,51,2014,Kill the Messenger,5000000,2450846,6656705,4107551,1.8215102,Drama,r2
387,62,2011,The Future,1000000,568662,1239174,807836,1.807836,Drama,r2
387,62,2011,The Future,1000000,568662,1239174,807836,1.807836,Romance,r2
388,84,2013,The Lords of Salem,1500000,1165881,1541131,1207012,1.8046746666666666,Horror,r2
388,84,2013,The Lords of Salem,1500000,1165881,1541131,1207012,1.8046746666666666,Thriller,r2
392,37,2014,Locke,2000000,1370646,2088390,1459036,1.729518,Drama,r2
394,66,2013,The Act of Killing,1000000,486919,1227316,714235,1.714235,Crime,r2
394,66,2013,The Act of Killing,1000000,486919,1227316,714235,1.714235,Documentary,r2
396,52,2010,Rabbit Hole,5000000,2229058,6205034,3434092,1.6868184,Drama,r2
400,7,2014,Blue Ruin,420000,258384,437002,275386,1.6556809523809524,Crime,r2
400,7,2014,Blue Ruin,420000,258384,437002,275386,1.6556809523809524,Drama,r2
400,7,2014,Blue Ruin,420000,258384,437002,275386,1.6556809523809524,Thriller,r2
401,39,2007,In the Shadow of the Moon,2000000,1134358,2175587,1309945,1.6549725,Thriller,r2
402,35,2003,Irreversible,5400000,792200,8133256,3525456,1.6528622222222222,Drama,r2
403,45,2017,Table 19,5000000,3614896,4620399,3235295,1.647059,Comedy,r2
403,45,2017,Table 19,5000000,3614896,4620399,3235295,1.647059,Drama,r2
403,45,2017,Table 19,5000000,3614896,4620399,3235295,1.647059,Romance,r2
404,26,2002,Hybrid,200000,162605,162605,125210,1.62605,Documentary,r2
407,59,2009,Adam,3200000,2283291,2834485,1917776,1.599305,Drama,r2
412,23,2014,La chambre bleue,1400000,260441,1945420,805861,1.575615,Documentary,r2
414,41,2011,Circumstance,900000,454121,958978,513099,1.57011,Drama,r2
415,55,2011,Rubber,500000,100370,680914,281284,1.562568,Comedy,r2
415,55,2011,Rubber,500000,100370,680914,281284,1.562568,Horror,r2
